Café;Species;Country_Origin;Fragrance_Aroma;Flavor;Aftertaste;Salt_Acid;Mouthfeel;Balance;Bitter_Sweet;Uniform_Cup;Clean_Cup;Cupper_Points;quality_score
719;Arabica;Honduras;7.25;7.67;7.42;7.17;7.50;10.00;7.75;10.00;10.00; 7.67;82.42
720;Arabica;Colombia;7.67;7.42;7.33;7.50;7.50;10.00;7.58;10.00;10.00; 7.42;82.42
721;Arabica;Mexico;7.50;7.42;7.42;7.67;7.58;10.00;7.42;10.00;10.00; 7.42;82.42
722;Arabica;Mexico;7.42;7.58;7.50;7.42;7.50;10.00;7.58;10.00;10.00; 7.42;82.42
723;Arabica;Mexico;7.42;7.58;7.33;7.58;7.50;10.00;7.50;10.00;10.00; 7.50;82.42
724;Arabica;Mexico;7.75;7.33;7.25;7.58;7.33;10.00;7.58;10.00;10.00; 7.58;82.42
725;Arabica;Mexico;7.50;7.58;7.33;7.50;7.50;10.00;7.50;10.00;10.00; 7.50;82.42
726;Arabica;Mexico;7.58;7.58;7.17;7.50;7.50;10.00;7.50;10.00;10.00; 7.58;82.42
727;Arabica;Mexico;7.58;7.33;7.33;7.58;7.50;10.00;7.50;10.00;10.00; 7.58;82.42
728;Arabica;Mexico;7.67;7.58;7.33;7.42;7.33;10.00;7.58;10.00;10.00; 7.50;82.42
729;Arabica;Mexico;7.83;7.50;7.42;7.67;7.33;10.00;7.17;10.00;10.00; 7.50;82.42
730;Arabica;Colombia;7.67;7.33;7.25;7.42;7.67;10.00;7.50;10.00;10.00; 7.58;82.42
731;Arabica;Brazil;7.75;7.50;7.42;7.42;7.42;10.00;7.50;10.00;10.00; 7.42;82.42
732;Arabica;Colombia;7.33;7.58;7.17;7.58;7.58;10.00;7.42;10.00;10.00; 7.75;82.42
733;Arabica;Colombia;7.58;7.25;7.42;7.25;7.83;10.00;7.58;10.00;10.00; 7.50;82.42
734;Arabica;Honduras;7.50;7.58;7.33;7.50;7.42;10.00;7.42;10.00;10.00; 7.58;82.33
735;Arabica;Brazil;7.33;7.50;7.50;7.33;7.50;10.00;7.50;10.00;10.00; 7.67;82.33
736;Arabica;Brazil;7.42;7.42;7.42;7.50;7.58;10.00;7.50;10.00;10.00; 7.50;82.33
737;Arabica;Brazil;7.50;7.50;7.42;7.50;7.50;10.00;7.42;10.00;10.00; 7.50;82.33
738;Arabica;Costa Rica;7.75;7.50;7.25;7.25;7.67;10.00;7.42;10.00;10.00; 7.50;82.33
739;Arabica;Costa Rica;7.75;7.33;7.50;7.50;7.58;10.00;7.33;10.00;10.00; 7.33;82.33
740;Arabica;China;7.50;7.58;7.42;7.50;7.42;10.00;7.42;10.00;10.00; 7.50;82.33
741;Arabica;Brazil;8.25;7.83;7.25;8.33;8.08;10.00;8.17;10.00; 6.67; 7.75;82.33
742;Arabica;Brazil;7.42;7.50;7.50;7.42;7.58;10.00;7.50;10.00;10.00; 7.42;82.33
743;Arabica;Guatemala;7.50;7.42;7.17;7.83;7.50;10.00;7.50;10.00;10.00; 7.42;82.33
744;Arabica;Malawi;7.33;7.58;7.42;7.58;7.50;10.00;7.33;10.00;10.00; 7.58;82.33
745;Arabica;Brazil;7.75;8.08;7.67;8.08;8.00; 6.67;8.08;10.00;10.00; 8.00;82.33
746;Arabica;Guatemala;7.58;7.67;7.50;7.58;7.50;10.00;7.75; 9.33;10.00; 7.42;82.33
747;Arabica;Mexico;7.33;7.58;7.42;7.50;7.50;10.00;7.50;10.00;10.00; 7.50;82.33
748;Arabica;Colombia;7.42;7.33;7.50;7.17;8.33;10.00;7.08;10.00;10.00; 7.50;82.33
749;Arabica;Taiwan;7.50;7.50;7.50;7.50;7.50;10.00;7.50;10.00;10.00; 7.33;82.33
750;Arabica;Taiwan;7.50;7.50;7.50;7.50;7.50;10.00;7.50;10.00;10.00; 7.33;82.33
751;Arabica;Guatemala;7.50;7.42;7.58;7.50;7.58;10.00;7.50;10.00;10.00; 7.25;82.33
752;Arabica;Colombia;7.50;7.42;7.50;7.50;7.58;10.00;7.50;10.00;10.00; 7.33;82.33
753;Arabica;Mexico;7.67;7.50;7.42;7.50;7.42;10.00;7.42;10.00;10.00; 7.42;82.33
754;Arabica;Costa Rica;7.92;7.58;7.25;7.75;7.58;10.00;7.92; 9.33; 9.33; 7.67;82.33
755;Arabica;Guatemala;7.67;7.50;7.33;7.67;7.33;10.00;7.50;10.00;10.00; 7.33;82.33
756;Arabica;Mexico;7.58;7.67;7.58;7.33;7.58;10.00;7.00;10.00;10.00; 7.58;82.33
757;Arabica;Mexico;7.67;7.58;7.50;7.58;7.50;10.00;7.50;10.00;10.00; 7.00;82.33
758;Arabica;Guatemala;7.50;7.67;7.33;7.50;7.50;10.00;7.33;10.00;10.00; 7.50;82.33
759;Arabica;Brazil;7.58;7.50;7.42;7.50;7.42;10.00;7.50;10.00;10.00; 7.42;82.33
760;Arabica;Mexico;8.00;7.75;7.33;7.33;7.67;10.00;7.08; 9.33;10.00; 7.83;82.33
761;Arabica;Brazil;7.58;7.58;7.25;7.58;7.50;10.00;7.42;10.00;10.00; 7.42;82.33
762;Arabica;Colombia;7.83;7.58;7.33;7.25;7.42;10.00;7.58;10.00;10.00; 7.33;82.33
763;Arabica;Brazil;7.58;7.50;7.25;7.42;7.33;10.00;7.67;10.00;10.00; 7.50;82.25
764;Arabica;Taiwan;7.00;7.08;7.00;7.17;7.00;10.00;7.00;10.00;10.00;10.00;82.25
765;Arabica;Guatemala;7.67;7.50;7.25;7.67;7.42;10.00;7.42;10.00;10.00; 7.33;82.25
766;Arabica;Brazil;7.42;7.67;7.50;7.08;7.42;10.00;7.50;10.00;10.00; 7.67;82.25
767;Arabica;El Salvador;7.58;7.67;7.50;7.67;8.42; 9.33;7.83; 9.33; 9.33; 7.58;82.25
768;Arabica;Honduras;7.58;7.50;7.42;7.58;7.42;10.00;7.42;10.00;10.00; 7.33;82.25
769;Arabica;Malawi;7.58;7.42;7.33;7.42;7.50;10.00;7.58;10.00;10.00; 7.42;82.25
770;Arabica;Brazil;7.75;7.58;7.42;7.42;7.33;10.00;7.33;10.00;10.00; 7.42;82.25
771;Arabica;Taiwan;7.50;7.50;7.50;7.50;7.50;10.00;7.50;10.00;10.00; 7.25;82.25
772;Arabica;Mexico;7.58;7.58;7.42;7.42;7.42;10.00;7.42;10.00;10.00; 7.42;82.25
773;Arabica;United States (Hawaii);7.33;7.42;7.50;7.67;7.42;10.00;7.50;10.00;10.00; 7.42;82.25
774;Arabica;Mexico;7.58;7.58;7.50;7.17;7.42;10.00;7.42;10.00;10.00; 7.58;82.25
775;Arabica;Guatemala;7.50;7.50;7.33;7.58;7.33;10.00;7.67;10.00;10.00; 7.33;82.25
776;Arabica;Mexico;7.50;7.58;7.42;7.67;7.42;10.00;7.33;10.00;10.00; 7.33;82.25
777;Arabica;Mexico;7.67;7.58;7.33;7.50;7.42;10.00;7.42;10.00;10.00; 7.33;82.25
778;Arabica;El Salvador;7.75;7.33;7.33;7.50;7.50;10.00;7.50;10.00;10.00; 7.33;82.25
779;Arabica;Mexico;7.33;7.58;7.42;7.67;7.50;10.00;7.33;10.00;10.00; 7.42;82.25
780;Arabica;Mexico;7.42;7.50;7.42;7.58;7.50;10.00;7.42;10.00;10.00; 7.42;82.25
781;Arabica;Colombia;7.50;7.42;7.67;7.33;7.33;10.00;7.58;10.00;10.00; 7.42;82.25
782;Arabica;Colombia;7.67;7.33;7.33;7.33;7.50;10.00;7.50;10.00;10.00; 7.58;82.25
783;Arabica;Brazil;7.67;7.58;7.42;7.00;7.58;10.00;7.50;10.00;10.00; 7.50;82.25
784;Arabica;Colombia;7.17;7.25;7.58;7.25;7.67;10.00;7.58;10.00;10.00; 7.75;82.25
785;Arabica;Brazil;7.42;7.42;7.50;7.42;7.50;10.00;7.42;10.00;10.00; 7.50;82.17
786;Arabica;Honduras;7.50;7.50;7.17;7.42;7.50;10.00;7.50;10.00;10.00; 7.58;82.17
787;Arabica;Nicaragua;7.50;7.50;7.33;7.42;7.42;10.00;7.50;10.00;10.00; 7.50;82.17
788;Arabica;Tanzania, United Republic Of;7.58;7.42;7.42;7.33;7.42;10.00;7.50;10.00;10.00; 7.50;82.17
789;Arabica;Tanzania, United Republic Of;7.42;7.42;7.42;7.50;7.33;10.00;7.50;10.00;10.00; 7.58;82.17
790;Arabica;Brazil;6.92;7.58;7.42;7.33;7.50;10.00;7.83;10.00;10.00; 7.58;82.17
791;Arabica;Thailand;7.42;7.42;7.17;7.75;7.67;10.00;7.25;10.00;10.00; 7.50;82.17
792;Arabica;Honduras;7.67;7.50;7.25;7.42;7.42;10.00;7.58;10.00;10.00; 7.33;82.17
793;Arabica;Guatemala;7.42;7.42;7.50;7.50;7.50;10.00;7.42;10.00;10.00; 7.42;82.17
794;Arabica;Brazil;7.58;7.50;7.42;7.25;7.42;10.00;7.50;10.00;10.00; 7.50;82.17
795;Arabica;Tanzania, United Republic Of;7.75;7.42;7.42;7.58;7.42;10.00;7.33;10.00;10.00; 7.25;82.17
796;Arabica;Mexico;7.42;7.33;7.17;7.42;8.17;10.00;7.33;10.00;10.00; 7.33;82.17
797;Arabica;Mexico;7.50;7.50;7.33;7.42;7.42;10.00;7.50;10.00;10.00; 7.50;82.17
798;Arabica;Taiwan;7.50;7.50;7.50;7.50;7.50;10.00;7.50;10.00;10.00; 7.17;82.17
799;Arabica;Taiwan;7.67;7.50;7.50;7.17;7.58;10.00;7.17;10.00;10.00; 7.58;82.17
800;Arabica;Colombia;7.33;7.25;7.25;7.58;7.50;10.00;7.75;10.00;10.00; 7.50;82.17
801;Arabica;Mexico;7.50;7.67;7.00;7.50;7.50;10.00;7.33;10.00;10.00; 7.67;82.17
802;Arabica;Guatemala;7.25;7.75;7.00;7.75;7.75; 9.33;8.17;10.00;10.00; 7.17;82.17
803;Arabica;Mexico;7.50;7.58;7.25;7.50;7.33;10.00;7.50;10.00;10.00; 7.50;82.17
804;Arabica;Mexico;7.00;7.67;7.50;7.50;7.50;10.00;7.42;10.00;10.00; 7.58;82.17
805;Arabica;Colombia;7.58;7.67;7.42;7.17;7.75;10.00;7.17;10.00;10.00; 7.42;82.17
806;Arabica;Indonesia;7.50;7.50;7.42;7.42;7.42;10.00;7.50;10.00;10.00; 7.33;82.08
807;Arabica;Colombia;7.75;7.58;7.42;7.67;7.58;10.00;7.83; 9.33; 9.33; 7.58;82.08
808;Arabica;Brazil;7.42;7.58;7.42;7.50;7.25;10.00;7.42;10.00;10.00; 7.50;82.08
809;Arabica;Brazil;7.25;7.25;7.58;7.58;7.92;10.00;7.25;10.00;10.00; 7.25;82.08
810;Arabica;Costa Rica;7.75;7.42;7.42;7.25;7.42;10.00;7.17;10.00;10.00; 7.67;82.08
811;Arabica;Tanzania, United Republic Of;7.42;7.33;7.42;7.42;7.58;10.00;7.50;10.00;10.00; 7.42;82.08
812;Arabica;Tanzania, United Republic Of;7.42;7.50;7.50;7.33;7.50;10.00;7.33;10.00;10.00; 7.50;82.08
813;Arabica;Colombia;7.50;7.42;7.42;7.42;7.42;10.00;7.67;10.00;10.00; 7.25;82.08
814;Arabica;Costa Rica;7.58;7.33;7.33;7.33;7.67;10.00;7.50;10.00;10.00; 7.33;82.08
815;Arabica;United States (Hawaii);7.25;7.58;7.58;7.25;7.42;10.00;7.50;10.00;10.00; 7.50;82.08
816;Arabica;Mexico;7.42;7.58;7.50;7.33;7.42;10.00;7.42;10.00;10.00; 7.42;82.08
817;Arabica;Mexico;7.50;7.42;7.42;7.50;7.50;10.00;7.25;10.00;10.00; 7.50;82.08
818;Arabica;Mexico;7.67;7.50;7.25;7.58;7.33;10.00;7.42;10.00;10.00; 7.33;82.08
819;Arabica;Vietnam;7.67;8.00;7.17;7.08;7.08;10.00;7.67;10.00;10.00; 7.42;82.08
820;Arabica;Mexico;7.58;7.42;7.25;7.75;7.42;10.00;7.33;10.00;10.00; 7.33;82.08
821;Arabica;United States (Hawaii);7.33;7.50;7.33;7.58;7.83;10.00;7.08;10.00;10.00; 7.42;82.08
822;Arabica;Colombia;7.67;7.42;7.67;7.33;7.58;10.00;7.25;10.00;10.00; 7.17;82.08
823;Arabica;Honduras;7.50;7.50;7.17;7.50;7.42;10.00;7.50;10.00;10.00; 7.42;82.00
824;Arabica;Honduras;7.50;7.50;7.25;7.33;7.50;10.00;7.42;10.00;10.00; 7.50;82.00
825;Arabica;Brazil;7.50;7.33;7.42;7.50;7.42;10.00;7.33;10.00;10.00; 7.50;82.00
826;Arabica;Tanzania, United Republic Of;7.67;7.33;7.33;7.42;7.42;10.00;7.42;10.00;10.00; 7.42;82.00
827;Arabica;Laos;7.42;7.50;7.25;7.33;7.50;10.00;7.50;10.00;10.00; 7.50;82.00
828;Arabica;Tanzania, United Republic Of;7.42;7.42;7.33;7.58;7.42;10.00;7.33;10.00;10.00; 7.50;82.00
829;Arabica;Malawi;7.50;7.42;7.33;7.58;7.50;10.00;7.33;10.00;10.00; 7.33;82.00
830;Arabica;Taiwan;7.33;7.50;7.17;7.42;7.33;10.00;7.50;10.00;10.00; 7.75;82.00
831;Arabica;Thailand;7.58;7.50;7.42;7.42;7.42;10.00;7.33;10.00;10.00; 7.33;82.00
832;Arabica;Costa Rica;7.50;7.25;7.33;7.33;7.50;10.00;7.75;10.00;10.00; 7.33;82.00
833;Arabica;Honduras;7.33;7.33;7.33;7.50;7.83;10.00;7.50;10.00;10.00; 7.17;82.00
834;Arabica;Colombia;7.33;7.33;7.58;7.50;7.58;10.00;7.50;10.00;10.00; 7.17;82.00
835;Arabica;Taiwan;7.42;7.58;7.33;7.42;7.50;10.00;8.00; 9.33;10.00; 7.42;82.00
836;Arabica;Brazil;7.33;7.67;7.42;7.17;7.42;10.00;7.33;10.00;10.00; 7.67;82.00
837;Arabica;Mexico;7.67;7.33;7.25;7.50;7.42;10.00;7.42;10.00;10.00; 7.42;82.00
838;Arabica;Brazil;7.42;7.50;7.33;7.50;7.50;10.00;7.33;10.00;10.00; 7.42;82.00
839;Arabica;Brazil;7.42;7.50;7.25;7.50;7.42;10.00;7.50;10.00;10.00; 7.42;82.00
840;Arabica;Guatemala;7.33;7.33;7.33;7.50;7.67;10.00;7.67;10.00;10.00; 7.17;82.00
841;Arabica;Brazil;7.58;7.50;7.17;7.50;7.42;10.00;7.50;10.00;10.00; 7.33;82.00
842;Arabica;Guatemala;7.75;7.33;7.33;7.42;7.67; 9.33;7.75;10.00;10.00; 7.42;82.00
843;Arabica;Colombia;7.33;7.00;7.08;7.42;7.67;10.00;7.50;10.00;10.00; 8.00;82.00
844;Arabica;Guatemala;7.58;7.50;7.25;7.58;7.50;10.00;7.58; 9.33;10.00; 7.58;81.92
845;Arabica;Guatemala;7.50;7.50;7.25;7.42;7.42;10.00;7.42;10.00;10.00; 7.42;81.92
846;Arabica;Honduras;7.58;7.50;7.25;7.33;7.50;10.00;7.42;10.00;10.00; 7.33;81.92
847;Arabica;Brazil;7.42;7.33;7.33;7.50;7.33;10.00;7.50;10.00;10.00; 7.50;81.92
848;Arabica;El Salvador;7.67;7.58;7.33;7.50;7.67; 9.33;7.50;10.00;10.00; 7.33;81.92
849;Arabica;Guatemala;7.58;7.58;7.17;7.83;7.33;10.00;7.17;10.00;10.00; 7.25;81.92
850;Arabica;Tanzania, United Republic Of;7.33;7.33;7.33;7.42;7.58;10.00;7.50;10.00;10.00; 7.42;81.92
851;Arabica;Nicaragua;7.58;7.42;7.25;7.17;7.67;10.00;7.50;10.00;10.00; 7.33;81.92
852;Arabica;Zambia;7.67;7.08;7.42;7.33;7.42;10.00;7.75;10.00;10.00; 7.25;81.92
853;Arabica;Honduras;7.42;7.33;7.33;7.58;7.50;10.00;7.33;10.00;10.00; 7.42;81.92
854;Arabica;Taiwan;7.50;7.50;7.42;7.25;7.50;10.00;7.50;10.00;10.00; 7.25;81.92
855;Arabica;Mexico;7.58;7.50;7.25;7.58;7.25;10.00;7.50;10.00;10.00; 7.25;81.92
856;Arabica;Mexico;7.50;7.50;7.25;7.25;7.50;10.00;7.50;10.00;10.00; 7.42;81.92
857;Arabica;Mexico;7.50;7.42;7.25;7.50;7.33;10.00;7.33;10.00;10.00; 7.58;81.92
858;Arabica;Mexico;7.33;7.58;7.17;7.58;7.33;10.00;7.42;10.00;10.00; 7.50;81.92
859;Arabica;Mexico;7.67;7.42;7.33;7.83;7.50;10.00;7.50; 9.33;10.00; 7.33;81.92
860;Arabica;Brazil;7.42;7.58;7.25;7.50;7.50;10.00;7.33;10.00;10.00; 7.33;81.92
861;Arabica;Colombia;7.67;7.33;7.33;7.58;7.33;10.00;7.33;10.00;10.00; 7.33;81.92
862;Arabica;Guatemala;7.42;7.50;7.25;7.50;7.42;10.00;7.33;10.00;10.00; 7.42;81.83
863;Arabica;Costa Rica;7.25;7.33;7.50;7.33;7.42;10.00;7.67;10.00;10.00; 7.33;81.83
864;Arabica;Brazil;7.42;7.50;7.42;7.50;7.25;10.00;7.42;10.00;10.00; 7.33;81.83
865;Arabica;Indonesia;7.75;7.83;7.58;7.75;7.83;10.00;7.92;10.00;10.00; 5.17;81.83
866;Arabica;Guatemala;7.58;7.50;7.33;7.42;7.25;10.00;7.58;10.00;10.00; 7.17;81.83
867;Arabica;Brazil;7.17;7.58;6.83;7.50;7.25;10.00;7.75;10.00;10.00; 7.75;81.83
868;Arabica;Brazil;7.58;7.00;6.92;6.92;7.50;10.00;7.67;10.00;10.00; 8.25;81.83
869;Arabica;Myanmar;7.33;7.58;7.50;7.42;7.33;10.00;7.33;10.00;10.00; 7.33;81.83
870;Arabica;Mexico;7.58;7.50;7.33;7.50;7.33;10.00;7.17;10.00;10.00; 7.42;81.83
871;Arabica;Honduras;7.50;7.50;7.33;7.50;7.25;10.00;7.42;10.00;10.00; 7.33;81.83
872;Arabica;Costa Rica;7.67;7.50;7.50;7.25;7.42;10.00;7.08;10.00;10.00; 7.42;81.83
873;Arabica;Taiwan;7.67;7.33;7.17;7.25;7.33;10.00;7.75;10.00;10.00; 7.33;81.83
874;Arabica;Indonesia;7.42;7.42;7.42;7.33;7.42;10.00;7.42;10.00;10.00; 7.42;81.83
875;Arabica;Malawi;7.58;7.42;7.33;7.33;7.42;10.00;7.33;10.00;10.00; 7.42;81.83
876;Arabica;Brazil;7.33;7.58;7.25;7.17;7.33;10.00;7.83;10.00;10.00; 7.33;81.83
877;Arabica;Honduras;7.50;7.50;7.33;7.33;7.33;10.00;7.33;10.00;10.00; 7.50;81.83
878;Arabica;Mexico;7.42;7.42;7.25;7.50;7.42;10.00;7.33;10.00;10.00; 7.50;81.83
879;Arabica;Colombia;7.50;7.50;7.00;7.42;7.58;10.00;7.50;10.00;10.00; 7.33;81.83
880;Arabica;United States (Hawaii);7.83;7.83;7.83;8.00;7.83;10.00;7.83;10.00; 6.67; 8.00;81.83
881;Arabica;Brazil;7.75;7.75;7.50;7.42;7.75; 9.33;7.83; 9.33; 9.33; 7.83;81.83
882;Arabica;Guatemala;7.83;7.67;7.33;7.33;7.83; 9.33;7.67; 9.33;10.00; 7.50;81.83
883;Arabica;Mexico;7.83;7.33;7.25;7.58;7.33;10.00;7.25;10.00;10.00; 7.25;81.83
884;Arabica;Mexico;7.33;7.33;7.25;7.50;7.50;10.00;7.50;10.00;10.00; 7.42;81.83
885;Arabica;Brazil;7.33;7.67;7.25;7.50;7.25;10.00;7.50;10.00;10.00; 7.33;81.83
886;Arabica;Colombia;7.58;7.50;7.17;7.58;7.33;10.00;7.33;10.00;10.00; 7.33;81.83
887;Arabica;United States (Hawaii);7.25;7.58;7.83;7.67;7.75;10.00;7.75; 9.33; 9.33; 7.33;81.83
888;Arabica;Guatemala;7.50;7.50;7.25;7.42;7.33;10.00;7.42;10.00;10.00; 7.33;81.75
889;Arabica;Vietnam;7.00;7.08;7.33;7.50;7.33;10.00;7.50;10.00;10.00; 8.00;81.75
890;Arabica;Tanzania, United Republic Of;7.42;7.42;7.42;7.42;7.33;10.00;7.33;10.00;10.00; 7.42;81.75
891;Arabica;Brazil;7.17;7.25;7.17;7.25;8.25;10.00;7.42;10.00;10.00; 7.25;81.75
892;Arabica;Mexico;7.50;7.50;7.33;7.42;7.25;10.00;7.25;10.00;10.00; 7.50;81.75
893;Arabica;Mexico;7.42;7.50;7.17;7.67;7.42;10.00;7.33;10.00;10.00; 7.25;81.75
894;Arabica;Mexico;7.42;7.50;7.33;7.58;7.33;10.00;7.33;10.00;10.00; 7.25;81.75
895;Arabica;Mexico;7.33;7.42;7.33;7.67;7.25;10.00;7.42;10.00;10.00; 7.33;81.75
896;Arabica;Mexico;7.50;7.42;7.25;7.33;7.25;10.00;7.67;10.00;10.00; 7.33;81.75
897;Arabica;Colombia;7.33;7.42;7.33;7.33;7.67;10.00;7.50;10.00;10.00; 7.17;81.75
898;Arabica;Colombia;7.42;7.58;6.92;7.08;8.00;10.00;7.25;10.00;10.00; 7.50;81.75
899;Arabica;Brazil;7.42;7.50;7.25;7.50;7.25;10.00;7.50;10.00;10.00; 7.25;81.67
900;Arabica;Guatemala;7.42;7.42;7.08;7.42;7.42;10.00;7.33;10.00;10.00; 7.58;81.67
901;Arabica;Guatemala;7.42;7.33;7.17;7.67;7.42;10.00;7.33;10.00;10.00; 7.33;81.67
902;Arabica;Honduras;7.58;7.50;7.33;7.33;7.25;10.00;7.42;10.00;10.00; 7.25;81.67
903;Arabica;Tanzania, United Republic Of;7.17;7.33;7.33;7.42;7.33;10.00;7.50;10.00;10.00; 7.58;81.67
904;Arabica;Nicaragua;7.58;7.50;7.25;7.25;7.25;10.00;7.50;10.00;10.00; 7.33;81.67
905;Arabica;Colombia;7.75;7.75;7.75;7.67;7.83;10.00;5.25;10.00;10.00; 7.67;81.67
906;Arabica;Brazil;7.25;7.75;6.92;7.42;7.58;10.00;7.50;10.00;10.00; 7.25;81.67
907;Arabica;Tanzania, United Republic Of;7.42;7.33;7.25;7.42;7.42;10.00;7.50;10.00;10.00; 7.33;81.67
908;Arabica;Tanzania, United Republic Of;7.33;7.33;7.50;7.25;7.33;10.00;7.42;10.00;10.00; 7.50;81.67
909;Arabica;Brazil;7.25;7.42;7.25;7.50;7.42;10.00;7.50;10.00;10.00; 7.33;81.67
910;Arabica;Indonesia;7.17;7.42;7.33;7.42;7.42;10.00;7.33;10.00;10.00; 7.58;81.67
911;Arabica;Honduras;7.50;7.33;7.50;7.50;7.17;10.00;7.17;10.00;10.00; 7.50;81.67
912;Arabica;Costa Rica;7.50;7.17;7.17;7.17;7.08;10.00;7.50;10.00;10.00; 8.08;81.67
913;Arabica;Mexico;7.42;7.42;7.67;8.00;7.50;10.00;7.58; 9.33; 9.33; 7.42;81.67
914;Arabica;Taiwan;7.50;7.50;7.50;7.25;7.25;10.00;7.42;10.00;10.00; 7.25;81.67
915;Arabica;Taiwan;7.58;7.42;7.33;7.42;7.33;10.00;7.33;10.00;10.00; 7.25;81.67
916;Arabica;Mexico;7.50;7.42;7.08;7.58;7.33;10.00;7.33;10.00;10.00; 7.42;81.67
917;Arabica;Guatemala;7.50;7.67;7.33;7.33;7.33;10.00;7.33;10.00;10.00; 7.17;81.67
918;Arabica;Mexico;7.25;7.67;7.58;7.67;7.58;10.00;7.67; 8.67;10.00; 7.58;81.67
919;Arabica;Mexico;7.67;7.25;7.17;7.75;7.25;10.00;7.50;10.00;10.00; 7.08;81.67
920;Arabica;Mexico;7.50;7.42;7.33;7.42;7.42;10.00;7.42;10.00;10.00; 7.17;81.67
921;Arabica;Mexico;7.58;7.42;7.25;7.58;7.17;10.00;7.25;10.00;10.00; 7.42;81.67
922;Arabica;Mexico;7.75;7.58;7.25;7.17;7.33;10.00;7.58; 9.33;10.00; 7.67;81.67
923;Arabica;United States (Hawaii);7.42;7.33;7.33;7.33;7.83;10.00;7.17;10.00;10.00; 7.25;81.67
924;Arabica;Honduras;7.50;7.42;7.08;7.42;7.33;10.00;7.50;10.00;10.00; 7.33;81.58
925;Arabica;Guatemala;7.42;7.42;7.08;7.50;7.33;10.00;7.42;10.00;10.00; 7.42;81.58
926;Arabica;Taiwan;7.42;7.42;7.25;7.67;7.25;10.00;7.33;10.00;10.00; 7.25;81.58
927;Arabica;Costa Rica;7.58;7.42;7.50;7.17;7.58;10.00;7.08;10.00;10.00; 7.25;81.58
928;Arabica;Tanzania, United Republic Of;7.42;7.42;7.33;7.42;7.33;10.00;7.42;10.00;10.00; 7.25;81.58
929;Arabica;Malawi;7.42;7.42;7.17;7.58;7.33;10.00;7.33;10.00;10.00; 7.33;81.58
930;Arabica;Taiwan;7.33;7.17;7.08;7.08;8.25; 9.33;8.33;10.00;10.00; 7.00;81.58
931;Arabica;Brazil;7.42;7.42;7.33;7.33;7.25;10.00;7.50;10.00;10.00; 7.33;81.58
932;Arabica;Guatemala;7.42;7.33;7.17;7.58;7.50;10.00;7.42;10.00;10.00; 7.17;81.58
933;Arabica;Mexico;7.67;7.50;7.42;7.50;7.42;10.00;6.75;10.00;10.00; 7.33;81.58
934;Arabica;Mexico;7.33;7.50;7.25;7.50;7.17;10.00;7.50;10.00;10.00; 7.33;81.58
935;Arabica;Mexico;7.67;7.58;7.42;7.58;7.42; 8.67;7.58;10.00;10.00; 7.67;81.58
936;Arabica;Thailand;7.08;7.33;7.58;7.58;7.50;10.00;7.17;10.00;10.00; 7.33;81.58
937;Arabica;Thailand;7.33;7.33;7.17;7.50;7.33;10.00;7.58;10.00;10.00; 7.33;81.58
938;Arabica;Costa Rica;7.25;7.17;7.33;7.33;7.75;10.00;7.50;10.00;10.00; 7.25;81.58
939;Arabica;Guatemala;7.67;7.58;7.17;7.42;7.42;10.00;7.33; 9.33;10.00; 7.58;81.50
940;Arabica;Nicaragua;7.50;7.42;7.33;7.33;7.33;10.00;7.25;10.00;10.00; 7.33;81.50
941;Arabica;Honduras;7.50;7.50;7.33;7.42;7.25;10.00;7.17;10.00;10.00; 7.33;81.50
942;Arabica;Guatemala;7.50;7.42;7.25;7.25;7.25;10.00;7.50;10.00;10.00; 7.33;81.50
943;Arabica;Taiwan;7.50;7.42;7.33;7.08;7.25;10.00;7.58;10.00;10.00; 7.33;81.50
944;Arabica;Myanmar;7.25;7.42;7.25;7.50;7.33;10.00;7.33;10.00;10.00; 7.42;81.50
945;Arabica;Costa Rica;7.83;7.33;7.08;7.08;7.50;10.00;7.33;10.00;10.00; 7.33;81.50
946;Arabica;Malawi;7.67;7.42;6.92;7.50;7.17;10.00;7.50;10.00;10.00; 7.33;81.50
947;Arabica;Guatemala;7.50;7.42;7.17;7.58;7.42;10.00;7.25;10.00;10.00; 7.17;81.50
948;Arabica;Taiwan;7.42;7.33;7.67;7.33;7.50; 9.33;7.42;10.00;10.00; 7.50;81.50
949;Arabica;Brazil;7.58;7.50;7.50;7.67;7.83; 9.33;7.67; 9.33; 9.33; 7.75;81.50
950;Arabica;Haiti;7.42;7.33;7.25;7.42;7.33;10.00;7.42;10.00;10.00; 7.33;81.50
951;Arabica;Taiwan;7.50;7.42;7.25;7.25;7.33;10.00;7.33;10.00;10.00; 7.42;81.50
952;Arabica;Mexico;7.33;7.33;7.17;7.42;7.50;10.00;7.50;10.00;10.00; 7.25;81.50
953;Arabica;Mexico;7.58;7.42;7.25;7.42;7.33;10.00;7.33;10.00;10.00; 7.17;81.50
954;Arabica;Mexico;7.42;7.25;7.17;7.42;8.00;10.00;7.17;10.00;10.00; 7.08;81.50
955;Arabica;Mexico;7.33;7.50;7.33;7.33;7.42;10.00;7.33;10.00;10.00; 7.25;81.50
956;Arabica;Mexico;7.42;7.42;7.33;7.17;7.42;10.00;7.25;10.00;10.00; 7.50;81.50
957;Arabica;Mexico;7.50;7.50;7.25;7.50;7.58;10.00;7.42; 9.33;10.00; 7.42;81.50
